Lang	Family	NINE	ONE	SEVEN	SIX	TEN	THREE	TWO	EIGHT	FIVE	FOUR
141156	bhw	4   	5   5   5   5   21   5   	6   6   	7   7   	8   31   	9   9   	10   23   	1   29   	26   	3   
129397	bhw	4   4   	5   5   5   	6   6   	7   	8   	9   	10   10   	1   	2   3   	3   3   3   
115629	bhw	4   	5   5   	6   6   	7   	8   8   	9   	23   10   10   	1   	2   26   2   	3   3   3   
141155	bhw	4   	5   5   22   	6   28   6   	7   7   7   	8   8   	9   	23   	1   	2   2   2   26   2   2   	3   3   3   
102686	bhw	4   	5   5   5   	6   	7   7   7   	8   	9   3   	10   	1   	2   2   2   2   	3   
135244	bhw	4   	5   5   5   	6   	7   	8   	9   	10   	1   	2   	3   
104429	bhw	4   	21   	28   	27   	8   8   	9   	10   7   	1   1   	2   26   2   	3   3   25   5   
141154	bhw	4   	5   	6   	7   7   7   7   7   	8   	9   	10   	1   	2   	3   
100960	bhw	4   4   	5   21   	6   	7   	8   8   8   	9   9   	10   	1   	2   	2   3   3   
127332	bhw	4   	5   	6   	7   	8   	9   	10   10   23   10   	1   	2   2   	3   
90506	bhw	4   	5   5   	6   6   	7   	8   8   8   	9   	10   	1   1   	2   2   2   	3   
141153	bhw	4   	5   	6   	7   	8   	9   	10   10   23   10   	1   	2   2   	3   
119510	bhw	4   	5   	6   6   	7   27   	8   	9   9   	10   10   10   	1   	26   	3   
133297	bhw	4   4   	5   5   	6   6   	7   	8   	9   172255   	10   10   10   	1   	2   	3   
104426	bhw	4   4   	5   	6   	7   7   	8   8   	9   	10   	1   1   	2   	3   25   
119509	bhw	4   	5   5   5   	6   	7   	8   	9   	10   	1   	3   	3   3   
127329	bhw	4   	5   5   5   	6   	7   	8   	9   	10   	1   	2   	3   
110028	bhw	4   4   	5   5   5   	6   6   	7   	8   31   	9   10   	10   9   10   	1   1   1   	2   2   	3   
141152	bhw	4   	5   5   	6   	7   2   	8   8   	9   	10   	1   	2   2   2   	3   
127328	swe	4   	5   	28   	27   	31   	24   	23   	29   	26   	25   
139287	bhw	4   	5   5   5   	6   	7   	8   8   	9   	10   	1   	2   2   2   	3   3   
139286	bhw	4   	5   5   	6   28   	7   7   	8   8   8   	9   9   9   	10   	1   	2   	3   3   25   
141151	bhw	4   	22   	6   	7   7   	8   8   	9   	10   	1   	2   	3   
141150	swe	4   	22   5   1   5   	6   	7   	8   	24   	23   	1   1   	25   2   	3   3   
141149	bhw	4   	5   5   5   5   	6   	7   	8   8   	9   	10   	1   	2   	3   3   
141148	bhw	4   	5   5   	6   	7   7   7   	8   8   31   8   	9   	10   10   	1   	2   2   2   	3   
127322	swe	30   	21   5   21   	28   		31   	9   	10   10   	29   	26   	25   
141147	bhw	4   	5   5   	6   	27   7   	8   	9   	10   10   	1   1   1   1   	2   	25   3   3   
137211	bhw		5   	6   	7   7   	8   			1   	2   	
129384	bhw	30   	5   	6   	7   	8   	9   	10   	1   	2   	3   3   
141146	bhw	4   4   4   	5   5   5   	6   6   	7   7   7   7   	8   	9   9   	10   10   10   	1   1   	7   7   	3   3   3   
141145	swe	30   	22   5   21   	28   	27   	31   	9   	23   	29   1   	2   2   26   	25   
139281	bhw	4   	5   5   	6   	7   7   	8   8   8   	9   	10   10   	1   	2   	3   
131305	bhw	4   4   4   4   4   	5   5   	6   	7   7   	8   8   8   8   	9   	10   	1   1   	2   2   2   8   2   	3   2   2   
111872	bhw	4   	5   	6   	7   	8   8   	9   	10   	1   	7   	3   3   
121342	bhw	4   	5   21   	6   	7   	8   8   	9   		1   1   	2   2   	3   
141144	bhw		5   	6   	7   7   	8   			1   	2   	
139280	bhw	4   30   4   	5   5   5   5   	6   	7   7   	8   	9   	10   	1   1   1   	2   	3   
127320	bhw	4   4   	5   	6   	7   	8   	9   	10   	1   1   1   	2   	3   
97349	bhw	4   	5   	6   6   	27   7   	8   31   	9   	10   10   	1   29   1   1   	2   	3   
93866	bhw	4   	5   5   5   5   22   5   	6   	7   7   	8   	9   9   9   9   9   	10   	1   1   1   	2   2   	3   3   3   3   
139279	bhw	4   	5   	6   	7   	8   	9   	10   	1   1   	2   	3   
99139	bhw	4   4   	5   5   	6   	7   	8   	9   	10   	1   	2   2   7   	3   
117544	bhw	4   	21   	6   	7   7   	8   8   	9   9   9   	10   10   	1   1   	2   3   2   2   	3   3   3   3   
139278	swe	30   	22   	6   6   	7   27   7   	8   31   	9   	23   10   	29   	26   2   2   	25   3   
141143	swe	4   	22   5   5   5   	28   	27   7   7   7   7   	31   	24   9   9   	23   	29   1   	2   	25   3   3   
125315	bhw	4   			27   	8   	9   	10   	1   1   	2   	3   
100947	bhw	4   	5   5   5   5   	6   6   	7   7   7   	8   	9   9   	10   10   	1   1   	2   2   2   2   	3   3   
131304	swe	4   	21   	6   6   6   	27   	8   	24   9   	23   	29   	2   	25   3   
91969	bhw	4   	5   	6   6   	7   	8   8   	9   	10   	1   	2   	3   
123306	bhw	30   	22   	28   	7   7   7   	8   8   	9   9   9   	23   10   10   10   	1   	2   	3   3   
141142	bhw	4   	5   	6   6   6   	7   7   7   	8   	9   10   	10   10   	1   	2   	3   3   
104413	bhw	4   4   	5   22   5   5   5   	6   	7   7   	8   8   	9   	10   23   	1   	2   2   26   2   	3   3   25   9   3   
100944	bhw	4   4   	5   	6   	7   	8   	9   9   	10   10   10   10   	1   	2   2   26   26   	3   3   
115615	bhw	4   	5   	6   	7   	8   	9   	10   	1   1   	2   	3   
139276	swe	30   4   	21   22   5   	6   	7   	31   	24   9   	23   	29   	26   2   	25   3   
91978	swe	4   	5   9   5   5   	28   6   	7   7   	31   8   2   8   	24   9   	23   10   23   23   10   	29   	26   26   	25   3   
135234	bhw	4   	5   5   	6   	7   	8   	9   	10   	1   1   1   	2   2   2   	3   
100942	bhw	4   	5   	6   	7   	8   8   	9   	10   	1   	3   	3   
131301	bhw	4   4   	5   	6   6   	7   7   	8   8   	9   9   	10   	1   	2   3   2   	3   
125312	bhw	30   4   	22   5   5   		7   	8   	9   	10   	1   1   	2   	25   3   3   
97343	bhw	4   	5   	6   6   	7   	8   	9   	10   10   	1   	7   3   	3   3   
121339	bhw	4   	5   	6   6   	7   	8   8   	9   	10   	1   		3   3   
141141	bhw	4   	5   	6   	7   	8   	9   	10   10   	1   	2   	3   
97342	bhw	4   30   	5   5   5   	6   6   6   	7   7   7   	8   8   	9   9   9   	10   10   	1   	2   2   2   2   	3   3   3   3   3   3   3   
129379	bhw	4   	5   5   5   5   	6   6   	7   	8   	9   	10   10   	1   	2   	3   3   3   3   
102675	bhw	4   4   	22   5   5   5   5   5   	6   28   6   6   6   6   	7   7   7   27   27   7   	8   31   8   	9   24   9   9   	23   	1   1   1   	2   2   2   2   	3   3   3   3   25   
123303	bhw	4   	5   21   	6   6   6   	7   	8   8   31   	9   9   9   9   9   	10   23   	1   1   	26   	3   
139274	bhw	4   4   	5   5   	6   	7   	8   8   	9   	10   	1   	2   	2   3   3   
119498	swe	30   	5   	28   	7   7   	8   	24   	23   	29   	26   26   	25   
106304	bhw	4   	5   	6   	7   	8   	9   	10   10   	1   1   1   	2   	3   
97340	bhw	4   4   	5   5   5   5   	6   	7   	8   8   8   8   8   	9   9   	10   10   	1   1   	2   2   2   	3   3   
119497	bhw	4   	5   5   5   5   	6   	7   7   7   7   7   	8   	9   9   	10   	1   	2   	3   
141140	bhw	4   	5   21   	6   6   6   	7   7   	8   8   8   	9   9   	10   	1   29   	2   	3   3   3   3   
104407	bhw	4   	5   21   	6   	7   	8   8   	9   9   	10   	1   	2   3   	3   
115612	bhw	4   	5   	6   6   6   	7   	8   	9   9   	10   	29   		3   
95616	bhw	4   	5   21   	6   6   	7   	8   	9   9   	9   10   10   	1   1   	2   	3   
141139	swe	30   4   	5   5   5   5   	6   	27   7   	31   8   	24   9   9   9   	23   	29   1   1   	26   2   26   2   2   26   	3   3   3   3   
141138	bhw	4   4   	5   	6   	7   7   7   	8   8   	9   9   	10   10   10   10   	1   	2   	3   
141137	swe	30   4   	21   5   	28   	7   7   	8   8   	24   24   	23   10   	29   	26   	25   
141136	bhw	4   	5   5   	6   	7   	8   8   	9   	10   10   10   	1   	2   2   	3   3   
108254	bhw	4   	5   	6   	7   	8   8   	9   	10   	1   	2   	3   
137203	bhw	4   4   	5   5   5   	6   	7   	8   	9   	10   10   10   10   	1   	2   	3   
106301	bhw	4   4   	5   	6   6   	7   3   7   	8   8   	9   9   	10   10   	1   	2   	3   3   
135229	bhw	4   	5   5   5   	6   	7   	8   		10   	1   	2   	3   3   
92013	bhw	4   	5   5   5   21   	6   6   	7   	8   8   	9   9   9   9   	10   10   	1   	2   	3   
108253	bhw	4   	5   	6   6   	7   7   	8   	9   9   	10   	1   1   1   	2   	3   
92015	bhw	4   	5   5   5   	28   	7   7   	8   	9   	10   10   23   	1   	2   	3   
102668	bhw	4   		6   	7   	8   	9   	10   	1   	2   	3   
92019	bhw	4   	5   	6   	7   	8   	9   		1   	3   2   	3   
139272	swe	4   4   	5   5   	28   	27   7   	31   	24   24   9   9   	23   10   	29   1   1   	26   26   2   	25   25   3   
141135	bhw	4   	5   	6   	7   	8   	9   	10   10   	1   	2   	3   
137201	bhw	4   4   4   	5   5   	6   	7   	8   8   	9   9   	23   	1   1   1   1   	2   2   	3   
93833	bhw	4   4   	5   5   5   5   5   5   	6   	7   7   7   7   7   7   	8   8   8   	9   9   	10   10   10   	1   1   	2   2   2   3   2   	3   3   2   3   
139270	bhw	4   	5   5   5   	6   	7   	8   8   	9   	10   10   	1   	2   	3   
141134	bhw	4   	5   5   	6   	7   7   	8   	9   9   	10   10   	1   1   	2   	3   
123296	bhw	4   	5   	6   	7   	8   	9   	10   	1   	2   	3   25   
137200	bhw	4   	5   5   5   	6   	7   	8   8   	9   9   	10   10   	1   1   	2   3   2   	3   3   
108250	bhw	4   	5   22   5   22   	6   	27   	31   31   31   	9   	23   10   	1   1   	2   	3   3   
141133	bhw		5   5   	6   	7   	8   	9   	10   10   	1   1   	2   	3   
139269	bhw	4   4   4   4   4   	5   	6   	7   	8   8   	9   		1   1   	2   2   2   	3   2   2   
113772	bhw	4   4   	5   5   5   	6   6   	7   	8   8   	9   9   9   9   9   	10   10   	1   1   1   29   	2   2   2   	3   25   
121333	bhw	4   	5   	3   	7   	8   8   8   	9   	10   	1   	2   	3   
95612	bhw	4   	5   	28   	7   	8   31   	9   	23   	1   	2   	3   3   
135221	bhw	4   	5   5   5   	6   6   	7   7   	8   	9   9   	10   	1   1   	2   2   2   2   	3   3   
108246	bhw	4   	5   	6   	7   7   7   7   	8   8   	9   9   	10   	1   	2   	3   
135220	swe	30   	22   	6   6   	7   27   7   	8   	9   	23   	29   	26   2   	25   3   
141132	bhw	4   4   	5   22   	28   28   	27   7   	31   	9   24   24   	23   23   10   10   	1   1   	2   	25   
102663	bhw	4   	5   	6   	7   7   	8   	9   9   	10   9   	1   	2   	3   
110008	swe	4   	5   22   21   21   	28   6   	7   	31   	9   24   9   24   24   	23   23   	29   	26   2   2   2   	25   
133279	bhw	4   	5   5   5   	6   	7   	8   8   8   	9   24   9   	10   	1   1   	2   2   	3   
139267	bhw	4   	5   	6   6   	7   	8   	9   	10   	1   	2   	3   
139266	bhw	4   	5   	6   	7   7   	8   8   8   	9   9   	10   9   10   10   	1   	2   2   	3   3   
93824	bhw	4   4   4   	5   5   5   5   	6   6   	7   7   	8   8   	9   9   	10   10   	1   	2   	3   
117528	bhw	4   4   	5   5   22   5   	6   	7   	8   	9   	23   	1   1   	2   	3   
121331	bhw	4   	5   	6   	2   7   7   7   	8   8   31   8   	9   9   	10   10   10   	1   1   	2   2   	2   
141131	bhw	4   	5   	6   	7   7   	8   8   	9   9   	10   10   	1   1   	2   2   	3   3   
141130	bhw	4   	5   	6   	7   	8   8   	9   9   	10   	1   	2   	3   
135216	swe	4   	5   5   5   5   	28   	7   27   	8   8   	9   	23   10   	1   	2   	25   3   
125303	bhw	4   	5   5   5   22   5   	6   	7   7   	8   8   	9   9   	10   	1   1   	2   2   2   	3   3   
137198	bhw	4   	5   	6   	7   	8   8   	9   9   	10   	1   	2   	3   
108243	bhw	4   	5   	6   6   	7   	8   	9   	10   23   23   10   	1   1   1   	2   	3   3   
92062	bhw	4   4   	5   	6   	7   7   	8   	9   	10   10   	1   1   	2   	3   
108242	bhw	4   	5   5   	6   	7   7   	8   	9   	10   10   	1   1   	2   2   2   	3   
141129	bhw	4   4   4   4   	5   21   	6   	7   7   	8   8   	9   	10   10   10   	1   	2   2   2   	3   3   3   
139262	bhw	4   	5   	6   	7   	8   	9   	10   10   	1   	2   	3   
137196	bhw	4   4   4   4   4   	5   5   	6   	7   7   2   7   	8   	9   	10   10   	1   	2   2   	3   
139261	swe	30   	21   5   	6   	7   		24   24   9   	23   10   10   10   10   	1   	2   	25   3   
141128	bhw	4   	5   	6   	7   	8   8   	9   	10   	1   1   	2   2   	3   3   
137194	bhw	4   	5   	6   6   	7   	8   	9   	10   10   	29   	2   	3   
133271	bhw	4   4   	5   5   5   5   21   5   5   	6   6   	7   7   7   	8   8   8   	9   9   9   	10   10   10   10   	1   1   1   	2   2   2   7   	3   3   3   25   
137191	bhw		5   	6   	7   	8   	9   	10   10   	1   1   1   1   	2   2   	3   2   3   
133270	bhw	30   	5   	6   			24   	10   	1   	2   	3   25   25   
119487	bhw	4   	5   21   	6   	7   	8   8   8   	9   	10   10   	1   	2   	3   
92078	bhw	4   	5   5   	6   	7   7   	8   8   10   	9   	10   23   	1   1   	2   2   2   26   	3   3   
141127	bhw	4   	5   22   	6   	7   7   7   	8   	9   9   	10   10   	1   	2   2   2   	3   3   3   3   
137189	swe	4   	22   5   5   5   	28   	27   7   7   7   	31   	9   9   	23   	29   1   	2   	25   3   
111850	bhw	4   	5   	6   	7   	8   8   	9   	10   	1   	2   	2   3   3   
97315	bhw	4   	5   5   	6   	7   	8   	9   	10   10   	1   	3   	3   
141126	swe	30   4   	5   5   	6   28   	7   	31   	24   	10   10   	1   	2   	25   
117520	bhw	4   	5   21   	6   	7   7   	8   8   	9   	10   	1   	2   	3   
141125	bhw	4   	22   	6   	7   	8   	9   	10   	1   	2   	3   
141124	swe	30   4   	5   	6   	7   	31   	9   	23   	1   	26   	3   
131284	bhw	4   	5   	6   	7   	8   8   	9   9   9   	10   	1   29   	3   	3   
141123	bhw	4   	5   	6   	7   	8   	9   	10   	1   	2   	2   3   3   3   
141122	bhw	4   	5   	6   	7   	8   	9   	10   	1   	2   	3   
137182	swe	30   4   	21   	28   6   	27   	31   8   	24   	23   23   10   10   	29   	26   	25   
141121	bhw	4   4   	5   5   5   21   21   	6   6   28   	7   27   	8   8   31   8   	9   9   9   	10   10   	1   	2   26   2   2   	3   3   3   3   3   3   
133265	swe		22   5   21   21   	28   	7   	31   31   	24   	23   	1   	26   	
133264	bhw	4   	5   	6   	7   	8   	9   	10   	1   	2   	3   
141120	swe	30   4   	22   5   5   	28   6   6   	27   7   	31   8   8   	24   9   	23   10   10   	29   1   	2   26   	3   3   
139259	bhw	4   	5   5   5   	6   	7   	8   8   8   	9   9   	10   10   	1   1   	2   3   2   	3   3   
139258	bhw	4   	5   5   	28   6   	7   	8   	9   10   	10   10   10   10   	1   1   1   	2   2   	3   3   3   
100920	bhw	4   	5   	6   	7   	8   8   	9   9   	10   10   	1   1   	3   	3   
141119	bhw	4   	5   5   5   	6   6   	7   	8   8   	9   	10   	1   	2   	3   
139257	bhw	4   4   4   4   	5   	6   6   	7   7   7   7   	8   8   8   8   	9   9   24   	10   10   10   10   	1   	2   2   2   	3   2   
141118	swe	30   4   	21   	28   6   	27   	31   8   8   	24   	23   23   10   10   	29   	26   	25   
121320	bhw	4   	5   5   22   5   	6   	7   	8   	9   9   	10   	1   1   1   	2   2   	3   3   
121319	swe	4   	5   	28   	27   	31   	24   3   	23   	29   	26   	25   
139256	bhw	4   	5   	6   	7   	8   8   8   	9   	10   	1   	3   2   	3   
133263	bhw	4   	5   5   5   	6   	7   	8   	9   	10   10   	1   	2   	3   3   25   
121318	bhw	4   	5   5   5   22   	6   6   	7   7   	8   	9   9   9   9   	10   10   10   10   10   	1   	2   	3   25   3   
137180	bhw	4   	5   5   	6   	7   	8   	9   9   	10   	1   	2   2   	3   
95596	swe	30   	21   22   	6   	7   7   	8   8   8   	24   	10   23   	1   	26   	3   3   3   3   3   
100918	bhw	4   	5   	6   	7   7   	8   	9   9   	10   	1   	2   2   	3   
133262	bhw	4   	5   	6   6   	7   	8   8   	9   9   9   9   	10   	1   	2   7   	3   3   
97307	bhw	4   4   	5   	6   6   6   6   6   	7   	8   	9   	10   10   10   	1   	2   2   2   2   2   2   2   	3   
141117	bhw	4   	5   	6   	7   	8   	9   	10   	1   1   		3   
139254	bhw		5   5   5   		7   7   7   	8   	9   3   	10   	1   	2   2   2   	3   
104384	bhw	4   	5   5   5   5   5   	6   6   	7   	8   8   8   8   	9   9   9   	10   23   	1   	2   2   26   	3   3   
141116	bhw	4   	5   5   5   21   	6   6   	7   7   7   7   	8   8   		10   10   	1   1   	2   2   2   2   	3   3   3   
135203	bhw	4   	5   	6   	7   		9   	10   	1   	2   	3   
139252	swe	30   4   	5   5   	6   28   	7   	31   	24   	10   10   	1   	2   	25   
135202	bhw	4   4   	5   5   5   	6   	7   	8   	9   	10   10   10   10   	1   	2   	3   
104382	bhw	4   4   	5   5   	6   6   6   	7   27   	8   	9   9   9   	10   10   	1   	2   2   	3   3   
137179	bhw	4   	5   5   	6   	7   7   	8   	9   	10   10   	1   	2   	3   
125286	bhw	4   4   	5   22   5   	6   6   	7   	8   8   	9   9   	10   	1   1   1   	3   	3   3   3   
139250	bhw	4   	5   5   5   	6   	7   	8   	9   	10   	1   	2   	25   
131274	bhw	4   	5   5   	6   	7   	8   	9   9   	10   	1   	2   2   2   	3   
111836	bhw	4   	5   	6   	7   	8   	9   	10   	1   	2   	3   
99103	bhw	4   	5   5   5   		7   	8   8   	9   	10   	1   1   	3   2   	3   
95591	bhw	4   	5   5   	6   	7   	8   	9   9   	10   	1   	2   2   	3   3   3   3   
127298	bhw	4   	5   	6   	7   	8   	9   	10   	1   	2   	3   3   
97301	bhw	4   30   	5   5   5   	6   	7   	8   	9   9   9   	10   10   	1   29   	26   26   	3   25   3   
141115	bhw	4   	5   5   	6   	7   7   	8   8   	9   9   9   	10   10   	1   	2   	3   3   
133259	bhw	4   	5   5   5   	6   	7   	8   	9   	10   	1   	2   	3   
123273	bhw	4   	5   	6   	7   7   2   	8   8   	9   	10   	1   	2   	3   
139248	swe	30   4   	5   	6   	7   	31   	9   	23   	1   	26   	3   
141114	bhw	4   	5   	6   	7   	8   	9   	10   10   	1   	2   	3   
141113	bhw	4   4   	5   5   	6   	7   	8   8   8   	9   9   9   	10   10   	1   1   	2   7   2   	3   
139247	bhw	4   	5   5   5   5   	6   	7   7   	8   8   8   31   31   	9   	10   10   	1   1   	2   2   2   2   	3   
141112	bhw	4   4   	5   	6   6   	7   7   7   7   7   	8   	9   9   	10   	29   	26   2   	3   3   25   3   
123272	bhw	4   	5   5   5   	6   6   6   	7   7   	8   8   8   	9   9   	23   10   10   	1   	2   2   26   2   2   	3   3   3   
100905	bhw	4   	5   	6   	7   7   	31   	9   	10   23   	1   	2   7   	25   
141111	bhw	4   	5   5   	6   6   	7   7   	8   8   	9   	10   10   	1   1   	2   2   	3   
141110	bhw	4   4   	5   5   22   5   	6   6   28   	7   	8   8   8   8   	9   9   	9   	1   1   	2   2   2   2   26   2   	3   3   3   
141109	bhw	4   	5   	6   6   6   	7   7   7   	8   8   8   8   	9   24   9   	10   	1   	3   2   	25   
129345	bhw	4   	5   	6   	7   	8   	9   	10   	1   	3   	3   
113745	bhw	4   	5   	6   	7   7   	8   	9   	23   	1   	2   	3   25   
125280	bhw	4   	5   	6   	7   	8   	9   9   	10   	1   1   	2   	3   
125279	bhw	4   4   4   	5   5   	6   6   6   	2   7   7   	8   8   31   	9   9   3   	10   10   10   	1   1   	2   2   2   2   	3   2   3   3   
141108	bhw	4   	5   5   5   	6   6   	7   7   	8   8   	9   	10   	1   1   	2   2   2   2   2   2   2   26   	3   
119468	bhw	4   	5   	6   	7   7   	8   	9   9   	10   	1   	3   	3   
99097	bhw	4   	5   5   5   	6   28   	7   7   7   	8   8   	9   	10   10   10   10   10   23   	1   	2   2   2   2   	3   
141107	bhw	4   4   4   	5   5   5   5   5   	6   6   	7   7   	8   8   	9   9   	23   10   	1   1   	2   2   2   	3   
109985	bhw	4   4   	5   21   5   5   	6   	7   	8   8   	9   	10   10   10   	1   	26   2   2   	3   3   
137171	bhw	4   4   	5   21   	28   	27   	8   8   	24   9   9   	10   	1   1   	2   2   2   	25   
141106	bhw	4   4   	5   5   5   5   21   5   5   	6   6   	7   	8   8   8   	9   9   9   	10   10   10   10   	1   1   1   	2   2   7   	3   3   3   25   
93519	bhw	4   	5   5   5   	6   	7   	8   8   	9   9   9   	10   	1   	2   2   2   2   3   	3   3   3   
141105	bhw	30   	5   5   	6   	7   7   	8   	9   	10   23   10   	1   	2   	3   
93523	bhw	4   	5   	6   	7   	8   	9   9   	10   	1   	2   	3   
131269	bhw	4   	5   	6   		8   	9   	10   	1   	2   2   2   2   2   2   	3   
139246	swe	4   	5   5   	28   	27   	31   	24   	23   	29   	26   	25   3   
141104	bhw	4   	5   	6   	7   	8   	9   	10   	1   	3   2   	3   
141103	bhw	4   		6   	7   	8   8   31   	9   9   	10   	1   1   	2   2   2   2   	2   3   
